system,session_id,question_id,question,level,trace,n_turns,tutor_turns,student_turns,parsed_turn_ratio,student_tokens,tutor_tokens,token_balance_student_share,tutor_student_token_ratio,student_math,tutor_math,total_math,vai,math_density,student_reasoning_turns,student_reasoning_rate,direct_answer_leakage,non_vietnamese_leakage,reflection_required,reflection_completed,reflection_completion,phase_valid,solve_reached,gps_complete,premature_solve,skipped_guide,skipped_practice,stall,guide_loop,practice_pressure,max_same_phase_run,n_guide,n_practice,n_solve,phase_balance_entropy,degeneracy_flag,answer_dependency_index,autonomy_process_score
GPS-Agent,SIM_Khá_13,"Gieo một con xúc xắc cân đối đồng chất 2 lần, tính xác suất để biến cố có tích 2 lần số chấm khi gieo xúc xắc là một số chẵn.","Gieo một con xúc xắc cân đối đồng chất 2 lần, tính xác suất để biến cố có tích 2 lần số chấm khi gieo xúc xắc là một số chẵn.",Khá,G-P1-P2-P3-P4-P5-P6-P7-S,18,9,9,0.2647058823529412,236,896,0.20848056537102475,3.7966101694915255,2,18,20,0.1,0.2222222222222222,6,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,1,0,1,7,1,7,1,0.6223659728744493,0,9.0,0.6916666666666667
GPS-Agent,SIM_Trung bình_14,"Gieo một con xúc xắc cân đối đồng chất 2 lần, tính xác suất để biến cố có tích 2 lần số chấm khi gieo xúc xắc là một số chẵn.","Gieo một con xúc xắc cân đối đồng chất 2 lần, tính xác suất để biến cố có tích 2 lần số chấm khi gieo xúc xắc là một số chẵn.",Trung bình,G-S,7,3,4,0.23333333333333334,338,373,0.47538677918424754,1.1035502958579881,1,7,8,0.125,0.25,3,0.75,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0.6309297535714575,0,7.0,0.46875
GPS-Agent,SIM_Yêu_15,"Gieo một con xúc xắc cân đối đồng chất 2 lần, tính xác suất để biến cố có tích 2 lần số chấm khi gieo xúc xắc là một số chẵn.","Gieo một con xúc xắc cân đối đồng chất 2 lần, tính xác suất để biến cố có tích 2 lần số chấm khi gieo xúc xắc là một số chẵn.",Yếu,G-P1-P2-S,8,4,4,0.10526315789473684,64,676,0.08648648648648649,10.5625,1,8,9,0.1111111111111111,0.25,2,0.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,1,2,1,0.9463946303571862,0,8.0,0.6527777777777778
GPS-Agent,SIM_Giỏi_16,Gieo ba con súc sắc. Xác suất để số chấm xuất hiện trên ba con súc sắc như nhau là?,Gieo ba con súc sắc. Xác suất để số chấm xuất hiện trên ba con súc sắc như nhau là?,Giỏi,G-G-P1-P2-P3-P4-S,14,7,7,0.3888888888888889,109,657,0.1422976501305483,6.027522935779817,3,7,10,0.3,0.42857142857142855,5,0.7142857142857143,0,0,1,0,0,1,1,1,0,0,0,1,0,1,4,2,4,1,0.8699155297736259,0,2.3333333333333335,0.7535714285714286
GPS-Agent,SIM_Khá_17,Gieo ba con súc sắc. Xác suất để số chấm xuất hiện trên ba con súc sắc như nhau là?,Gieo ba con súc sắc. Xác suất để số chấm xuất hiện trên ba con súc sắc như nhau là?,Khá,G-S,9,5,4,0.6,92,335,0.2154566744730679,3.641304347826087,3,7,10,0.3,0.75,3,0.75,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0.6309297535714575,0,2.3333333333333335,0.5125
GPS-Agent,SIM_Trung bình_18,Gieo ba con súc sắc. Xác suất để số chấm xuất hiện trên ba con súc sắc như nhau là?,Gieo ba con súc sắc. Xác suất để số chấm xuất hiện trên ba con súc sắc như nhau là?,Trung bình,G-S,10,5,5,0.625,137,301,0.3127853881278539,2.197080291970803,3,4,7,0.42857142857142855,0.6,3,0.6,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0.6309297535714575,0,1.3333333333333333,0.5071428571428571
GPS-Agent,SIM_Yêu_19,Gieo ba con súc sắc. Xác suất để số chấm xuất hiện trên ba con súc sắc như nhau là?,Gieo ba con súc sắc. Xác suất để số chấm xuất hiện trên ba con súc sắc như nhau là?,Yếu,G-S,10,5,5,0.5882352941176471,93,290,0.24281984334203655,3.118279569892473,2,7,9,0.2222222222222222,0.4,2,0.4,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0.6309297535714575,0,3.5,0.40555555555555556
GPS-Agent,SIM_Giỏi_20,"Một đội gồm 5 nam và 8 nữ. Lập một nhóm gồm 4 người hát tốp ca, tính xác suất để trong 4 người được chọn có ít nhất 3 nữ.","Một đội gồm 5 nam và 8 nữ. Lập một nhóm gồm 4 người hát tốp ca, tính xác suất để trong 4 người được chọn có ít nhất 3 nữ.",Giỏi,G-G-P1-P2-P3-P4-P5-P6-P7-P8,21,10,11,0.44680851063829785,147,551,0.21060171919770773,3.748299319727891,6,16,22,0.2727272727272727,0.5454545454545454,7,0.6363636363636364,1,0,0,0,0,1,0,0,0,0,0,1,0,1,8,2,8,0,0.45548591500359525,0,2.6666666666666665,0.4772727272727273
GPS-Agent,SIM_Khá_21,"Một đội gồm 5 nam và 8 nữ. Lập một nhóm gồm 4 người hát tốp ca, tính xác suất để trong 4 người được chọn có ít nhất 3 nữ.","Một đội gồm 5 nam và 8 nữ. Lập một nhóm gồm 4 người hát tốp ca, tính xác suất để trong 4 người được chọn có ít nhất 3 nữ.",Khá,G-P1-P2-P3-S,13,7,6,0.19117647058823528,173,775,0.18248945147679324,4.479768786127168,14,25,39,0.358974358974359,2.3333333333333335,6,1.0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,3,1,3,1,0.8649735207179273,0,1.7857142857142858,0.8397435897435898
GPS-Agent,SIM_Trung bình_22,"Một đội gồm 5 nam và 8 nữ. Lập một nhóm gồm 4 người hát tốp ca, tính xác suất để trong 4 người được chọn có ít nhất 3 nữ.","Một đội gồm 5 nam và 8 nữ. Lập một nhóm gồm 4 người hát tốp ca, tính xác suất để trong 4 người được chọn có ít nhất 3 nữ.",Trung bình,G-P1-S,14,7,7,0.5185185185185185,113,528,0.17628705148205928,4.672566371681416,12,17,29,0.41379310344827586,1.7142857142857142,7,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,1.4166666666666667,0.853448275862069
GPS-Agent,SIM_Yêu_23,"Một đội gồm 5 nam và 8 nữ. Lập một nhóm gồm 4 người hát tốp ca, tính xác suất để trong 4 người được chọn có ít nhất 3 nữ.","Một đội gồm 5 nam và 8 nữ. Lập một nhóm gồm 4 người hát tốp ca, tính xác suất để trong 4 người được chọn có ít nhất 3 nữ.",Yếu,G-P1-S,24,12,12,0.7741935483870968,223,478,0.3181169757489301,2.1434977578475336,21,9,30,0.7,1.75,12,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.42857142857142855,0.925
GPS-Agent,SIM_Giỏi_24,"Một hộp có 5 viên bi xanh, 6 viên bi đỏ và 7 viên bi vàng. Chọn ngẫu nhiên 5 viên bi trong hộp, tính xác suất để 5 viên bi được chọn có đủ màu và số bi đỏ bằng số bi vàng.","Một hộp có 5 viên bi xanh, 6 viên bi đỏ và 7 viên bi vàng. Chọn ngẫu nhiên 5 viên bi trong hộp, tính xác suất để 5 viên bi được chọn có đủ màu và số bi đỏ bằng số bi vàng.",Giỏi,G-P1-S,8,4,4,0.2857142857142857,82,462,0.15073529411764705,5.634146341463414,1,15,16,0.0625,0.25,3,0.75,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,15.0,0.703125
GPS-Agent,SIM_Khá_25,"Một hộp có 5 viên bi xanh, 6 viên bi đỏ và 7 viên bi vàng. Chọn ngẫu nhiên 5 viên bi trong hộp, tính xác suất để 5 viên bi được chọn có đủ màu và số bi đỏ bằng số bi vàng.","Một hộp có 5 viên bi xanh, 6 viên bi đỏ và 7 viên bi vàng. Chọn ngẫu nhiên 5 viên bi trong hộp, tính xác suất để 5 viên bi được chọn có đủ màu và số bi đỏ bằng số bi vàng.",Khá,G-P1-P2-P3-P4-S,12,6,6,0.09448818897637795,273,970,0.21962992759452937,3.553113553113553,21,75,96,0.21875,3.5,6,1.0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,4,1,4,1,0.7896900821428475,0,3.5714285714285716,0.8046875
GPS-Agent,SIM_Trung bình_26,"Một hộp có 5 viên bi xanh, 6 viên bi đỏ và 7 viên bi vàng. Chọn ngẫu nhiên 5 viên bi trong hộp, tính xác suất để 5 viên bi được chọn có đủ màu và số bi đỏ bằng số bi vàng.","Một hộp có 5 viên bi xanh, 6 viên bi đỏ và 7 viên bi vàng. Chọn ngẫu nhiên 5 viên bi trong hộp, tính xác suất để 5 viên bi được chọn có đủ màu và số bi đỏ bằng số bi vàng.",Trung bình,G-P1-S,12,6,6,0.25,136,619,0.18013245033112582,4.551470588235294,1,32,33,0.030303030303030304,0.16666666666666666,4,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,32.0,0.6742424242424242
GPS-Agent,SIM_Yêu_27,"Một hộp có 5 viên bi xanh, 6 viên bi đỏ và 7 viên bi vàng. Chọn ngẫu nhiên 5 viên bi trong hộp, tính xác suất để 5 viên bi được chọn có đủ màu và số bi đỏ bằng số bi vàng.","Một hộp có 5 viên bi xanh, 6 viên bi đỏ và 7 viên bi vàng. Chọn ngẫu nhiên 5 viên bi trong hộp, tính xác suất để 5 viên bi được chọn có đủ màu và số bi đỏ bằng số bi vàng.",Yếu,G-S,16,8,8,0.6153846153846154,153,534,0.22270742358078602,3.4901960784313726,8,11,19,0.42105263157894735,1.0,8,1.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0.6309297535714575,0,1.375,0.6052631578947368
GPS-Agent,SIM_Giỏi_28,"Một hộp có 5 viên bi đỏ, 3 viên bi vàng và 4 viên bi xanh. Chọn ngẫu nhiên từ hộp 4 viên bị, tính xác suất để 4 viên bi được chọn có số bi đỏ lớn hơn số bi vàng và nhất thiết phải có mặt bi xanh.","Một hộp có 5 viên bi đỏ, 3 viên bi vàng và 4 viên bi xanh. Chọn ngẫu nhiên từ hộp 4 viên bị, tính xác suất để 4 viên bi được chọn có số bi đỏ lớn hơn số bi vàng và nhất thiết phải có mặt bi xanh.",Giỏi,G-P1-P2-P3-P4-P5-P6-P7-P8-P9,21,10,11,0.375,187,899,0.1721915285451197,4.807486631016043,8,29,37,0.21621621621621623,0.7272727272727273,10,0.9090909090909091,1,0,0,0,0,1,0,0,0,0,0,1,0,1,9,1,9,0,0.2959032742893846,0,3.625,0.5313267813267813
GPS-Agent,SIM_Khá_29,"Một hộp có 5 viên bi đỏ, 3 viên bi vàng và 4 viên bi xanh. Chọn ngẫu nhiên từ hộp 4 viên bị, tính xác suất để 4 viên bi được chọn có số bi đỏ lớn hơn số bi vàng và nhất thiết phải có mặt bi xanh.","Một hộp có 5 viên bi đỏ, 3 viên bi vàng và 4 viên bi xanh. Chọn ngẫu nhiên từ hộp 4 viên bị, tính xác suất để 4 viên bi được chọn có số bi đỏ lớn hơn số bi vàng và nhất thiết phải có mặt bi xanh.",Khá,G-S,15,8,7,0.4166666666666667,170,587,0.22457067371202113,3.4529411764705884,7,24,31,0.22580645161290322,1.0,6,0.8571428571428571,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0.6309297535714575,0,3.4285714285714284,0.5207373271889401
GPS-Agent,SIM_Trung bình_30,"Một hộp có 5 viên bi đỏ, 3 viên bi vàng và 4 viên bi xanh. Chọn ngẫu nhiên từ hộp 4 viên bị, tính xác suất để 4 viên bi được chọn có số bi đỏ lớn hơn số bi vàng và nhất thiết phải có mặt bi xanh.","Một hộp có 5 viên bi đỏ, 3 viên bi vàng và 4 viên bi xanh. Chọn ngẫu nhiên từ hộp 4 viên bị, tính xác suất để 4 viên bi được chọn có số bi đỏ lớn hơn số bi vàng và nhất thiết phải có mặt bi xanh.",Trung bình,G-P1-P2-P3-P4-P5-P6-P7-S,18,9,9,0.375,201,1087,0.15605590062111802,5.407960199004975,5,40,45,0.1111111111111111,0.5555555555555556,6,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,1,0,1,7,1,7,1,0.6223659728744493,0,8.0,0.6944444444444444
GPS-Agent,SIM_Yêu_31,"Một hộp có 5 viên bi đỏ, 3 viên bi vàng và 4 viên bi xanh. Chọn ngẫu nhiên từ hộp 4 viên bị, tính xác suất để 4 viên bi được chọn có số bi đỏ lớn hơn số bi vàng và nhất thiết phải có mặt bi xanh.","Một hộp có 5 viên bi đỏ, 3 viên bi vàng và 4 viên bi xanh. Chọn ngẫu nhiên từ hộp 4 viên bị, tính xác suất để 4 viên bi được chọn có số bi đỏ lớn hơn số bi vàng và nhất thiết phải có mặt bi xanh.",Yếu,G-P1-P2-P3-P4-P5-P6-P7-S,18,9,9,0.19148936170212766,209,980,0.1757779646761985,4.688995215311005,11,37,48,0.22916666666666666,1.2222222222222223,6,0.6666666666666666,0,0,1,1,1,1,1,1,0,0,0,1,0,1,7,1,7,1,0.6223659728744493,0,3.3636363636363638,0.7239583333333333
GPS-Agent,SIM_Giỏi_32,"Có 3 bó hoa. Bó thứ nhất có 8 hoa hồng, bó thứ hai có 7 bông hoa ly, bó thứ ba có 6 bông hoa huệ. Chọn ngẫu nhiên 7 hoa từ ba bó hoa trên để cắm vào lọ hoa, tính xác suất để trong 7 hoa được chọn có số hoa hồng bằng số hoa ly.","Có 3 bó hoa. Bó thứ nhất có 8 hoa hồng, bó thứ hai có 7 bông hoa ly, bó thứ ba có 6 bông hoa huệ. Chọn ngẫu nhiên 7 hoa từ ba bó hoa trên để cắm vào lọ hoa, tính xác suất để trong 7 hoa được chọn có số hoa hồng bằng số hoa ly.",Giỏi,G-P1-P2-P3-P4-P5-P6-P7-P8-S,20,10,10,0.24691358024691357,250,999,0.200160128102482,3.996,9,41,50,0.18,0.9,5,0.5,0,0,1,0,0,1,1,1,0,0,0,1,0,1,8,1,8,1,0.5816718657178868,0,4.555555555555555,0.6699999999999999
GPS-Agent,SIM_Khá_33,"Có 3 bó hoa. Bó thứ nhất có 8 hoa hồng, bó thứ hai có 7 bông hoa ly, bó thứ ba có 6 bông hoa huệ. Chọn ngẫu nhiên 7 hoa từ ba bó hoa trên để cắm vào lọ hoa, tính xác suất để trong 7 hoa được chọn có số hoa hồng bằng số hoa ly.","Có 3 bó hoa. Bó thứ nhất có 8 hoa hồng, bó thứ hai có 7 bông hoa ly, bó thứ ba có 6 bông hoa huệ. Chọn ngẫu nhiên 7 hoa từ ba bó hoa trên để cắm vào lọ hoa, tính xác suất để trong 7 hoa được chọn có số hoa hồng bằng số hoa ly.",Khá,G-P1-S,24,12,12,0.75,221,500,0.3065187239944521,2.262443438914027,9,10,19,0.47368421052631576,0.75,9,0.75,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,1.1111111111111112,0.805921052631579
GPS-Agent,SIM_Trung bình_34,"Có 3 bó hoa. Bó thứ nhất có 8 hoa hồng, bó thứ hai có 7 bông hoa ly, bó thứ ba có 6 bông hoa huệ. Chọn ngẫu nhiên 7 hoa từ ba bó hoa trên để cắm vào lọ hoa, tính xác suất để trong 7 hoa được chọn có số hoa hồng bằng số hoa ly.","Có 3 bó hoa. Bó thứ nhất có 8 hoa hồng, bó thứ hai có 7 bông hoa ly, bó thứ ba có 6 bông hoa huệ. Chọn ngẫu nhiên 7 hoa từ ba bó hoa trên để cắm vào lọ hoa, tính xác suất để trong 7 hoa được chọn có số hoa hồng bằng số hoa ly.",Trung bình,G-P1-P2-P3-P4-P5-P6-S,63,31,32,0.7,451,952,0.32145402708481824,2.1108647450110865,35,15,50,0.7,1.09375,25,0.78125,0,0,1,0,0,1,1,1,0,0,0,1,0,1,6,1,6,1,0.6695919455357793,0,0.42857142857142855,0.8703125
GPS-Agent,SIM_Yêu_35,"Có 3 bó hoa. Bó thứ nhất có 8 hoa hồng, bó thứ hai có 7 bông hoa ly, bó thứ ba có 6 bông hoa huệ. Chọn ngẫu nhiên 7 hoa từ ba bó hoa trên để cắm vào lọ hoa, tính xác suất để trong 7 hoa được chọn có số hoa hồng bằng số hoa ly.","Có 3 bó hoa. Bó thứ nhất có 8 hoa hồng, bó thứ hai có 7 bông hoa ly, bó thứ ba có 6 bông hoa huệ. Chọn ngẫu nhiên 7 hoa từ ba bó hoa trên để cắm vào lọ hoa, tính xác suất để trong 7 hoa được chọn có số hoa hồng bằng số hoa ly.",Yếu,G-S,14,7,7,0.35,205,425,0.3253968253968254,2.073170731707317,20,15,35,0.5714285714285714,2.857142857142857,7,1.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0.6309297535714575,0,0.75,0.6428571428571428
GPS-Agent,SIM_Giỏi_36,"Có 13 học sinh của một trường THPT đạt danh hiệu học sinh xuất sắc trongđó khối 12 có 8 học sinh nam và 3 học sinh nữ, khối 11 có 2 học sinh nam. Chọn ngẫu nhiên 3 học sinh bất kỳ để trao thưởng, tính xác suất để 3 học sinh được chọn có cả nam và nữ đồng thời có cả khối 11 và khối 12 .","Có 13 học sinh của một trường THPT đạt danh hiệu học sinh xuất sắc trongđó khối 12 có 8 học sinh nam và 3 học sinh nữ, khối 11 có 2 học sinh nam. Chọn ngẫu nhiên 3 học sinh bất kỳ để trao thưởng, tính xác suất để 3 học sinh được chọn có cả nam và nữ đồng thời có cả khối 11 và khối 12 .",Giỏi,G-P1-S,22,11,11,0.5365853658536586,301,640,0.3198724760892667,2.12624584717608,15,12,27,0.5555555555555556,1.3636363636363635,8,0.7272727272727273,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.8,0.8207070707070707
GPS-Agent,SIM_Khá_37,"Có 13 học sinh của một trường THPT đạt danh hiệu học sinh xuất sắc trongđó khối 12 có 8 học sinh nam và 3 học sinh nữ, khối 11 có 2 học sinh nam. Chọn ngẫu nhiên 3 học sinh bất kỳ để trao thưởng, tính xác suất để 3 học sinh được chọn có cả nam và nữ đồng thời có cả khối 11 và khối 12 .","Có 13 học sinh của một trường THPT đạt danh hiệu học sinh xuất sắc trongđó khối 12 có 8 học sinh nam và 3 học sinh nữ, khối 11 có 2 học sinh nam. Chọn ngẫu nhiên 3 học sinh bất kỳ để trao thưởng, tính xác suất để 3 học sinh được chọn có cả nam và nữ đồng thời có cả khối 11 và khối 12 .",Khá,G-S,13,7,6,0.48148148148148145,199,511,0.2802816901408451,2.5678391959798996,6,15,21,0.2857142857142857,1.0,5,0.8333333333333334,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0.6309297535714575,0,2.5,0.5297619047619048
GPS-Agent,SIM_Trung bình_38,"Có 13 học sinh của một trường THPT đạt danh hiệu học sinh xuất sắc trongđó khối 12 có 8 học sinh nam và 3 học sinh nữ, khối 11 có 2 học sinh nam. Chọn ngẫu nhiên 3 học sinh bất kỳ để trao thưởng, tính xác suất để 3 học sinh được chọn có cả nam và nữ đồng thời có cả khối 11 và khối 12 .","Có 13 học sinh của một trường THPT đạt danh hiệu học sinh xuất sắc trongđó khối 12 có 8 học sinh nam và 3 học sinh nữ, khối 11 có 2 học sinh nam. Chọn ngẫu nhiên 3 học sinh bất kỳ để trao thưởng, tính xác suất để 3 học sinh được chọn có cả nam và nữ đồng thời có cả khối 11 và khối 12 .",Trung bình,G-S,23,12,11,0.6216216216216216,268,562,0.3228915662650602,2.0970149253731343,2,10,12,0.16666666666666666,0.18181818181818182,5,0.45454545454545453,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0.6309297535714575,0,5.0,0.4053030303030303
GPS-Agent,SIM_Yêu_39,"Có 13 học sinh của một trường THPT đạt danh hiệu học sinh xuất sắc trongđó khối 12 có 8 học sinh nam và 3 học sinh nữ, khối 11 có 2 học sinh nam. Chọn ngẫu nhiên 3 học sinh bất kỳ để trao thưởng, tính xác suất để 3 học sinh được chọn có cả nam và nữ đồng thời có cả khối 11 và khối 12 .","Có 13 học sinh của một trường THPT đạt danh hiệu học sinh xuất sắc trongđó khối 12 có 8 học sinh nam và 3 học sinh nữ, khối 11 có 2 học sinh nam. Chọn ngẫu nhiên 3 học sinh bất kỳ để trao thưởng, tính xác suất để 3 học sinh được chọn có cả nam và nữ đồng thời có cả khối 11 và khối 12 .",Yếu,G-P1-G-P2-P3-P4-P5-P6-P7-P8,25,13,12,0.45454545454545453,200,687,0.2254791431792559,3.435,6,27,33,0.18181818181818182,0.5,7,0.5833333333333334,0,0,0,0,0,1,0,0,0,0,0,1,0,1,7,2,8,0,0.45548591500359525,0,4.5,0.6912878787878788
GPS-Agent,SIM_Giỏi_40,"Một chiếc hộp đựng 7 viên bi màu xanh, 6 viên bi màu đen, 5 viên bi màu đỏ, 4 viên bi màu trắng. Chọn ngẫu nhiên ra 4 viên bi, tính xác suất để lấy được ít nhất 2 viên bi cùng màu.","Một chiếc hộp đựng 7 viên bi màu xanh, 6 viên bi màu đen, 5 viên bi màu đỏ, 4 viên bi màu trắng. Chọn ngẫu nhiên ra 4 viên bi, tính xác suất để lấy được ít nhất 2 viên bi cùng màu.",Giỏi,G-P1-P2-P3-P4-P5-P6-P7-P8-P9,26,13,13,0.27956989247311825,410,1006,0.2895480225988701,2.453658536585366,25,46,71,0.352112676056338,1.9230769230769231,11,0.8461538461538461,1,0,0,0,0,1,0,0,0,0,0,1,0,1,9,1,9,0,0.2959032742893846,0,1.84,0.5495666305525461
GPS-Agent,SIM_Khá_41,"Một chiếc hộp đựng 7 viên bi màu xanh, 6 viên bi màu đen, 5 viên bi màu đỏ, 4 viên bi màu trắng. Chọn ngẫu nhiên ra 4 viên bi, tính xác suất để lấy được ít nhất 2 viên bi cùng màu.","Một chiếc hộp đựng 7 viên bi màu xanh, 6 viên bi màu đen, 5 viên bi màu đỏ, 4 viên bi màu trắng. Chọn ngẫu nhiên ra 4 viên bi, tính xác suất để lấy được ít nhất 2 viên bi cùng màu.",Khá,G-P1-P2-P3-P4-P5-P6-P7-S,18,9,9,0.11392405063291139,642,974,0.3972772277227723,1.517133956386293,51,52,103,0.49514563106796117,5.666666666666667,8,0.8888888888888888,0,0,1,0,0,1,1,1,0,0,0,1,0,1,7,1,7,1,0.6223659728744493,0,1.0196078431372548,0.8460086299892124
GPS-Agent,SIM_Trung bình_42,"Một chiếc hộp đựng 7 viên bi màu xanh, 6 viên bi màu đen, 5 viên bi màu đỏ, 4 viên bi màu trắng. Chọn ngẫu nhiên ra 4 viên bi, tính xác suất để lấy được ít nhất 2 viên bi cùng màu.","Một chiếc hộp đựng 7 viên bi màu xanh, 6 viên bi màu đen, 5 viên bi màu đỏ, 4 viên bi màu trắng. Chọn ngẫu nhiên ra 4 viên bi, tính xác suất để lấy được ít nhất 2 viên bi cùng màu.",Trung bình,G-P1-P2-P3-P4-P5-P6-P7-P8-P9,21,10,11,0.1926605504587156,221,1182,0.15751960085531005,5.34841628959276,8,46,54,0.14814814814814814,0.7272727272727273,11,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,9,1,9,0,0.2959032742893846,0,5.75,0.537037037037037
GPS-Agent,SIM_Yêu_43,"Một chiếc hộp đựng 7 viên bi màu xanh, 6 viên bi màu đen, 5 viên bi màu đỏ, 4 viên bi màu trắng. Chọn ngẫu nhiên ra 4 viên bi, tính xác suất để lấy được ít nhất 2 viên bi cùng màu.","Một chiếc hộp đựng 7 viên bi màu xanh, 6 viên bi màu đen, 5 viên bi màu đỏ, 4 viên bi màu trắng. Chọn ngẫu nhiên ra 4 viên bi, tính xác suất để lấy được ít nhất 2 viên bi cùng màu.",Yếu,G-P1-P2-P3-P4-P5-P6-P7-P8-P9,21,10,11,0.31343283582089554,242,655,0.2697881828316611,2.706611570247934,8,56,64,0.125,0.7272727272727273,8,0.7272727272727273,1,0,0,0,0,1,0,0,0,0,0,1,0,1,9,1,9,0,0.2959032742893846,0,7.0,0.4630681818181818
GPS-Agent,SIM_Giỏi_44,"Một hộp đựng 8 quả cầu trắng, 12 quả cầu đen. Lần thứ nhất lấy ngẫu nhiên 1 quả cầu trong hộp, lần thứ hai lấy ngẫu nhiên 1 quả cầu trong các quả cầu còn lại. Tính xác suất để kết quả của hai lần lấy được 2 quả cầu cùng màu. Không gian mẫu là lấy 2 quả cầu trong hộp một cách lần lượt ngẫu nhiên. Suy ra số phần tử của không gian mẫu là Gọi  biến cố ” 2 quả cầu được lấy cùng màu” . Ta có các trường hợp thuận lợi cho biến cố  như sau: ● TH1: Lần thứ nhất lấy quả màu trắng và lần thứ hai cũng màu trắng. Do đó trường hợp này có  cách. ● TH2: Lần thứ nhất lấy quả màu đen và lần thứ hai cũng màu đen. Do đó trường hợp này có  cách. Suy ra số phần tử của biến cố  là","Một hộp đựng 8 quả cầu trắng, 12 quả cầu đen. Lần thứ nhất lấy ngẫu nhiên 1 quả cầu trong hộp, lần thứ hai lấy ngẫu nhiên 1 quả cầu trong các quả cầu còn lại. Tính xác suất để kết quả của hai lần lấy được 2 quả cầu cùng màu. Không gian mẫu là lấy 2 quả cầu trong hộp một cách lần lượt ngẫu nhiên. Suy ra số phần tử của không gian mẫu là Gọi  biến cố ” 2 quả cầu được lấy cùng màu” . Ta có các trường hợp thuận lợi cho biến cố  như sau: ● TH1: Lần thứ nhất lấy quả màu trắng và lần thứ hai cũng màu trắng. Do đó trường hợp này có  cách. ● TH2: Lần thứ nhất lấy quả màu đen và lần thứ hai cũng màu đen. Do đó trường hợp này có  cách. Suy ra số phần tử của biến cố  là",Giỏi,G-S,12,6,6,0.631578947368421,259,376,0.4078740157480315,1.4517374517374517,6,5,11,0.5454545454545454,1.0,5,0.8333333333333334,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0.6309297535714575,0,0.8333333333333334,0.5946969696969697
GPS-Agent,SIM_Khá_45,"Một hộp đựng 8 quả cầu trắng, 12 quả cầu đen. Lần thứ nhất lấy ngẫu nhiên 1 quả cầu trong hộp, lần thứ hai lấy ngẫu nhiên 1 quả cầu trong các quả cầu còn lại. Tính xác suất để kết quả của hai lần lấy được 2 quả cầu cùng màu. Không gian mẫu là lấy 2 quả cầu trong hộp một cách lần lượt ngẫu nhiên. Suy ra số phần tử của không gian mẫu là Gọi  biến cố ” 2 quả cầu được lấy cùng màu” . Ta có các trường hợp thuận lợi cho biến cố  như sau: ● TH1: Lần thứ nhất lấy quả màu trắng và lần thứ hai cũng màu trắng. Do đó trường hợp này có  cách. ● TH2: Lần thứ nhất lấy quả màu đen và lần thứ hai cũng màu đen. Do đó trường hợp này có  cách. Suy ra số phần tử của biến cố  là","Một hộp đựng 8 quả cầu trắng, 12 quả cầu đen. Lần thứ nhất lấy ngẫu nhiên 1 quả cầu trong hộp, lần thứ hai lấy ngẫu nhiên 1 quả cầu trong các quả cầu còn lại. Tính xác suất để kết quả của hai lần lấy được 2 quả cầu cùng màu. Không gian mẫu là lấy 2 quả cầu trong hộp một cách lần lượt ngẫu nhiên. Suy ra số phần tử của không gian mẫu là Gọi  biến cố ” 2 quả cầu được lấy cùng màu” . Ta có các trường hợp thuận lợi cho biến cố  như sau: ● TH1: Lần thứ nhất lấy quả màu trắng và lần thứ hai cũng màu trắng. Do đó trường hợp này có  cách. ● TH2: Lần thứ nhất lấy quả màu đen và lần thứ hai cũng màu đen. Do đó trường hợp này có  cách. Suy ra số phần tử của biến cố  là",Khá,G-P1-S,26,13,13,0.7027027027027027,377,597,0.3870636550308008,1.5835543766578248,13,12,25,0.52,1.0,11,0.8461538461538461,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.9230769230769231,0.8415384615384616
