Timestamp,Student ID,Profile,Question,AI Response,Difficulty (1-5),GPS Step (Truth),Thinking Time (minutes),Progress Factor,Student Response
17/03/2026 05:50:00,HS32,khá,"Trong thư viện có 12 quyển sách gồm 3 quyển Toán giống nhau, 3 quyển Lý giống nhau, 3 quyển Hóa giống nhau và 3 quyển Sinh giống nhau. Có bao nhiêu cách xếp thành một dãy sao cho 3 quyển sách thuộc cung 1 môn không được xếp liền nhau?","[S] Chính xác! Đáp án đúng là A. Xếp 3 cuốn sách Toán kề nhau. Xem 3 cuốn sách Toán là 3 vách ngăn, giữa ",5,S,61,0.0,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 05:50:00,HS25,giỏi,"Một hộp đựng 8 quả cầu trắng, 12 quả cầu đen. Lần thứ nhất lấy ngẫu nhiên 1 quả cầu trong hộp, lần thứ hai lấy ngẫu nhiên 1 quả cầu trong các quả cầu còn lại. Tính xác suất để kết quả của hai lần lấy được 2 quả cầu cùng màu.",[G] Thầy hướng dẫn nhé: Suy ra số phần tử của không gian mẫu là ,5,G,15,0.15,"Xác suất này dễ, em làm được ngay. (Q12)"
17/03/2026 06:02:00,HS33,trung bình,Gieo một con súc sắc hai lần. Xác suất để ít nhất một lần xuất hiện mặt sáu chấm là?,[P] Thầy hướng dẫn nhé: Gọi ,5,P,91,0.05,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 06:06:00,HS25,giỏi,"Một hộp đựng 8 quả cầu trắng, 12 quả cầu đen. Lần thứ nhất lấy ngẫu nhiên 1 quả cầu trong hộp, lần thứ hai lấy ngẫu nhiên 1 quả cầu trong các quả cầu còn lại. Tính xác suất để kết quả của hai lần lấy được 2 quả cầu cùng màu.",[S] Chính xác! Đáp án đúng là C. Không gian mẫu là lấy 2 quả cầu trong hộp một cách lần lượt ngẫu nhiên. ,5,S,22,0.15,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 06:22:00,HS08,trung bình,Một người có 10 đôi giày khác nhau và trong lúc đi du lịch vội vã lấy ngẫu nhiên 4 chiếc. Tính xác suất để trong 4 chiếc giày lấy ra có ít nhất một đôi.,[S] Chính xác! Đáp án đúng là C. Không gian mẫu là số cách chọn ngẫu nhiên 4 chiếc giày từ 20 chiếc giày. ,5,S,63,0.05,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 06:28:00,HS39,khá,"Gọi S là tập hợp các số tự nhiên gồm 9 chữ số khác nhau. Chọn ngẫu nhiên một số từ S , tính xác suất để chọn được một số gồm 4 chữ số lẻ và chữ số 0 luôn đứng giữa hai chữ số lẻ (hai số hai bên chữ số 0 là số lẻ).",[G] Thầy hướng dẫn nhé: S  là ,5,G,77,0.0,Em đang phân vân giữa hai đáp án. (Q23)
17/03/2026 06:31:00,HS25,giỏi,"Gọi S là tập hợp các số tự nhiên có 3 chữ số đôi một khác nhau được lập thành từ các chữ số 1; 2; 3; 4; 6 . Chọn ngẫu nhiên một số từ S , tính xác xuất để số được chọn chia hết cho 3 .",[S] Chính xác! Đáp án đúng là C. Số phần tử của ,5,S,2,0.15,Câu này em giải như sau: (Q18)
17/03/2026 06:35:00,HS25,giỏi,"Một trường THPT có 10 lớp 12 , mỗi lớp cử 3 học sinh tham gia vẽ tranh cổ động. Các lớp tiến hành bắt tay giao lưu với nhau (các học sinh cùng lớp không bắt tay với nhau). Tính số lần bắt tay của các học sinh với nhau, biết rằng hai học sinh khác nhau ở hai lớp khác nhau chỉ bắt tay đúng 1 lần.",[S] Chính xác! Đáp án đúng là A. Mỗi lớp cử ra 3 học sinh nên 10 lớp cử ra 30 học sinh. ,4,S,5,0.15,"Xác suất này dễ, em làm được ngay. (Q39)"
17/03/2026 06:35:00,HS12,trung bình,"Trong giải cầu lông kỷ niệm ngày truyền thống học sinh sinh viên có 8 người tham gia trong đó có hai bạn Việt và Nam. Các vận động viên được chia làm hai bảng A và B , mỗi bảng gồm 4 người. Giả sử việc chia bảng thực hiện bằng cách bốc thăm ngẫu nhiên, tính xác suất để cả 2 bạn Việt và Nam nằm chung 1 bảng đấu.",[G] Thầy hướng dẫn nhé: Suy ra số phần tử của không gian mẫu là ,5,G,61,0.0,Câu này 'ít nhất' là sao hả thầy? (Q25)
17/03/2026 06:42:00,HS25,giỏi,"Một lớp học có 40 học sinh trong đó có 4 cặp anh em sinh đôi. Trong buổi họp đầu năm thầy giáo chủ nhiệm lớp muốn chọn ra 3 học sinh để làm cán sự lớp gồm lớp trưởng, lớp phó và bí thư. Tính xác suất để chọn ra 3 học sinh làm cán sự lớp mà không có cặp anh em sinh đôi nào.",[G] Thầy hướng dẫn nhé: Suy ra số phần tử không gian mẫu là ,5,G,10,0.2,Câu này em giải như sau: (Q37)
17/03/2026 06:55:00,HS32,khá,"Một lớp học có 40 học sinh trong đó có 4 cặp anh em sinh đôi. Trong buổi họp đầu năm thầy giáo chủ nhiệm lớp muốn chọn ra 3 học sinh để làm cán sự lớp gồm lớp trưởng, lớp phó và bí thư. Tính xác suất để chọn ra 3 học sinh làm cán sự lớp mà không có cặp anh em sinh đôi nào.",[G] Thầy hướng dẫn nhé: Suy ra số phần tử không gian mẫu là ,5,G,59,0.05,Em đang phân vân giữa hai đáp án. (Q37)
17/03/2026 06:57:00,HS25,giỏi,"Một lớp học có 40 học sinh trong đó có 4 cặp anh em sinh đôi. Trong buổi họp đầu năm thầy giáo chủ nhiệm lớp muốn chọn ra 3 học sinh để làm cán sự lớp gồm lớp trưởng, lớp phó và bí thư. Tính xác suất để chọn ra 3 học sinh làm cán sự lớp mà không có cặp anh em sinh đôi nào.",[S] Chính xác! Đáp án đúng là A. Không gian mẫu là số cách chọn ngẫu nhiên 3 học sinh trong 40 học sinh. ,5,S,1,0.2,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 07:02:00,HS25,giỏi,"Một hộp có 5 viên bi đỏ, 3 viên bi vàng và 4 viên bi xanh. Chọn ngẫu nhiên từ hộp 4 viên bị, tính xác suất để 4 viên bi được chọn có số bi đỏ lớn hơn số bi vàng và nhất thiết phải có mặt bi xanh.",[G] Thầy hướng dẫn nhé: bi. Suy ra số phần tử của không gian mẫu là ,5,G,1,0.2,"Xác suất này dễ, em làm được ngay. (Q8)"
17/03/2026 07:08:00,HS25,giỏi,"Một hộp có 5 viên bi đỏ, 3 viên bi vàng và 4 viên bi xanh. Chọn ngẫu nhiên từ hộp 4 viên bị, tính xác suất để 4 viên bi được chọn có số bi đỏ lớn hơn số bi vàng và nhất thiết phải có mặt bi xanh.",[S] Chính xác! Đáp án đúng là C. Không gian mẫu là số cách chọn ngẫu nhiên 4 viên bi từ hộp chứa 12 viên ,5,S,10,0.2,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 07:20:00,HS25,giỏi,"Trong một buổi liên hoan có 10 cặp nam nữ, trong đó có 4 cặp vợ chồng. Chọn ngẫu nhiên 3 người để biểu diễn một tiết mục văn nghệ. Tính xác suất để 3 người được chọn không có cặp vợ chồng nào.",[S] Chính xác! Đáp án đúng là D. Không gian mẫu là số cách chọn ngẫu nhiên 3 người trong 20 người. ,5,S,14,0.2,Câu này em giải như sau: (Q36)
17/03/2026 07:29:00,HS08,trung bình,"Một hộp chứa 3 viên bi xanh, 5 viên bi đỏ và 6 viên bi vàng. Lấy ngẫu nhiên 6 viên bi từ hộp, tính xác suất để 6 viên bi được lấy ra có đủ cả ba màu.",[G] Thầy hướng dẫn nhé: bi. Suy ra số phần tử của không gian mẫu là ,5,G,63,0.05,Thầy hướng dẫn em bước đầu với. (Q14)
17/03/2026 07:35:00,HS25,giỏi,"Cho tập hợp {0A  ; 1; 2; 3; 4; 5 } . Gọi S là tập hợp các số có 3 chữ số khác nhau được lập thành từ các chữ số của tập A . Chọn ngẫu nhiên một số từ S ,tính xác suất để số được chọn có chữ số cuối gấp đôi chữ số đầu. www.thuvienhoclieu.com www.thuvienhoclieu.com Trang 3",[G] Thầy hướng dẫn nhé: S  có dạng ,5,G,18,0.25,Em tính dùng biến cố bù cho nhanh. (Q16)
17/03/2026 07:36:00,HS33,trung bình,Gieo một con súc sắc hai lần. Xác suất để ít nhất một lần xuất hiện mặt sáu chấm là?,[P] Thầy hướng dẫn nhé: A  là biến cố ” Ít nhất một lần xuất hiện mặt sáu chấm” . Để tìm số phần tử của ,5,P,87,0.05,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 07:38:00,HS12,trung bình,"Trong giải cầu lông kỷ niệm ngày truyền thống học sinh sinh viên có 8 người tham gia trong đó có hai bạn Việt và Nam. Các vận động viên được chia làm hai bảng A và B , mỗi bảng gồm 4 người. Giả sử việc chia bảng thực hiện bằng cách bốc thăm ngẫu nhiên, tính xác suất để cả 2 bạn Việt và Nam nằm chung 1 bảng đấu.",[P] Thầy hướng dẫn nhé: 44,5,P,56,0.0,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 07:48:00,HS39,khá,"Gọi S là tập hợp các số tự nhiên gồm 9 chữ số khác nhau. Chọn ngẫu nhiên một số từ S , tính xác suất để chọn được một số gồm 4 chữ số lẻ và chữ số 0 luôn đứng giữa hai chữ số lẻ (hai số hai bên chữ số 0 là số lẻ).",[P] Thầy hướng dẫn nhé: 8,5,P,46,0.0,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 07:56:00,HS25,giỏi,"Cho tập hợp {0A  ; 1; 2; 3; 4; 5 } . Gọi S là tập hợp các số có 3 chữ số khác nhau được lập thành từ các chữ số của tập A . Chọn ngẫu nhiên một số từ S ,tính xác suất để số được chọn có chữ số cuối gấp đôi chữ số đầu. www.thuvienhoclieu.com www.thuvienhoclieu.com Trang 3",[S] Chính xác! Đáp án đúng là C. Gọi số cần tìm của tập ,5,S,5,0.25,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 07:59:00,HS32,khá,"Một lớp học có 40 học sinh trong đó có 4 cặp anh em sinh đôi. Trong buổi họp đầu năm thầy giáo chủ nhiệm lớp muốn chọn ra 3 học sinh để làm cán sự lớp gồm lớp trưởng, lớp phó và bí thư. Tính xác suất để chọn ra 3 học sinh làm cán sự lớp mà không có cặp anh em sinh đôi nào.",[G] Thầy hướng dẫn nhé: 3,5,G,49,0.05,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 08:05:00,HS25,giỏi,"Một hộp chứa 3 viên bi xanh, 5 viên bi đỏ và 6 viên bi vàng. Lấy ngẫu nhiên 6 viên bi từ hộp, tính xác suất để 6 viên bi được lấy ra có đủ cả ba màu.",[S] Chính xác! Đáp án đúng là A. Không gian mẫu là số cách chọn ngẫu nhiên 6 viên bi từ hộp chứa 14 viên ,5,S,18,0.25,"Xác suất này dễ, em làm được ngay. (Q14)"
17/03/2026 08:25:00,HS25,giỏi,"Cho tập hợp  2;3;4;5;6;7;8A  . Gọi S là tập hợp các số tự nhiên có 4 chữ số đôi một khác nhau được lập thành từ các chữ số của tập A . Chọn ngẫu nhiên một số từ S , tính xác suất để số được chọn mà trong mỗi số luôn luôn có mặt hai chữ số chẵn và hai chữ số lẻ.",[S] Chính xác! Đáp án đúng là D. Số phần tử của tập ,5,S,21,0.25,"Xác suất này dễ, em làm được ngay. (Q17)"
17/03/2026 08:35:00,HS12,trung bình,"Trong giải cầu lông kỷ niệm ngày truyền thống học sinh sinh viên có 8 người tham gia trong đó có hai bạn Việt và Nam. Các vận động viên được chia làm hai bảng A và B , mỗi bảng gồm 4 người. Giả sử việc chia bảng thực hiện bằng cách bốc thăm ngẫu nhiên, tính xác suất để cả 2 bạn Việt và Nam nằm chung 1 bảng đấu.",[P] Thầy hướng dẫn nhé: 84..CC  ,5,P,102,0.0,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 08:35:00,HS39,khá,"Gọi S là tập hợp các số tự nhiên gồm 9 chữ số khác nhau. Chọn ngẫu nhiên một số từ S , tính xác suất để chọn được một số gồm 4 chữ số lẻ và chữ số 0 luôn đứng giữa hai chữ số lẻ (hai số hai bên chữ số 0 là số lẻ).",[S] Chính xác! Đáp án đúng là B. Số phần tử của tập ,5,S,62,0.0,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 08:37:00,HS08,trung bình,"Một hộp chứa 3 viên bi xanh, 5 viên bi đỏ và 6 viên bi vàng. Lấy ngẫu nhiên 6 viên bi từ hộp, tính xác suất để 6 viên bi được lấy ra có đủ cả ba màu.",[P] Thầy hướng dẫn nhé: 6,5,P,62,0.05,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 08:51:00,HS25,giỏi,Gieo một đồng tiền cân đối và đồng chất bốn lần. Xác suất để cả bốn lần xuất hiện mặt sấp là?,[G] Thầy hướng dẫn nhé: 2.2.2.2 16.    ,3,G,6,0.3,"Xác suất này dễ, em làm được ngay. (Q1)"
17/03/2026 08:52:00,HS32,khá,"Một lớp học có 40 học sinh trong đó có 4 cặp anh em sinh đôi. Trong buổi họp đầu năm thầy giáo chủ nhiệm lớp muốn chọn ra 3 học sinh để làm cán sự lớp gồm lớp trưởng, lớp phó và bí thư. Tính xác suất để chọn ra 3 học sinh làm cán sự lớp mà không có cặp anh em sinh đôi nào.",[S] Chính xác! Đáp án đúng là A. Không gian mẫu là số cách chọn ngẫu nhiên 3 học sinh trong 40 học sinh. ,5,S,53,0.05,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 08:58:00,HS25,giỏi,Gieo một đồng tiền cân đối và đồng chất bốn lần. Xác suất để cả bốn lần xuất hiện mặt sấp là?,[S] Chính xác! Đáp án đúng là C. Số phần tử của không gian mẫu là ,3,S,13,0.3,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 09:05:00,HS33,trung bình,Gieo một con súc sắc hai lần. Xác suất để ít nhất một lần xuất hiện mặt sáu chấm là?,[S] Chính xác! Đáp án đúng là B. Số phần tử của không gian mẫu là ,5,S,63,0.05,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 09:39:00,HS39,khá,"Một hộp đựng 8 quả cầu trắng, 12 quả cầu đen. Lần thứ nhất lấy ngẫu nhiên 1 quả cầu trong hộp, lần thứ hai lấy ngẫu nhiên 1 quả cầu trong các quả cầu còn lại. Tính xác suất để kết quả của hai lần lấy được 2 quả cầu cùng màu.",[G] Thầy hướng dẫn nhé: Suy ra số phần tử của không gian mẫu là ,5,G,71,0.0,Để em thử liệt kê xem sao. (Q12)
17/03/2026 09:44:00,HS08,trung bình,"Một hộp chứa 3 viên bi xanh, 5 viên bi đỏ và 6 viên bi vàng. Lấy ngẫu nhiên 6 viên bi từ hộp, tính xác suất để 6 viên bi được lấy ra có đủ cả ba màu.",[P] Thầy hướng dẫn nhé: 14 3003.C    ,5,P,77,0.05,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 09:50:00,HS32,khá,Gieo một đồng tiền cân đối và đồng chất bốn lần. Xác suất để cả bốn lần xuất hiện mặt sấp là?,[G] Thầy hướng dẫn nhé: 2.2.2.2 16.    ,3,G,18,0.05,Câu này em tính thế này đúng không thầy? (Q1)
17/03/2026 10:10:00,HS33,trung bình,"Có 4 hành khách bước lên một đoàn tàu gồm 4 toa. Mỗi hành khách độc lập với nhau và chọn ngẫu nhiên một toa. Tính xác suất để 1 toa có 3 người, 1 toa có 1 người, 2 toa còn lại không có ai.",[G] Thầy hướng dẫn nhé: hành khách có 4 cách chọn toa nên có ,5,G,91,0.05,Câu này 'ít nhất' là sao hả thầy? (Q34)
17/03/2026 10:13:00,HS32,khá,Gieo một đồng tiền cân đối và đồng chất bốn lần. Xác suất để cả bốn lần xuất hiện mặt sấp là?,[P] Thầy hướng dẫn nhé: Gọi ,3,P,30,0.05,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 10:18:00,HS12,trung bình,"Trong giải cầu lông kỷ niệm ngày truyền thống học sinh sinh viên có 8 người tham gia trong đó có hai bạn Việt và Nam. Các vận động viên được chia làm hai bảng A và B , mỗi bảng gồm 4 người. Giả sử việc chia bảng thực hiện bằng cách bốc thăm ngẫu nhiên, tính xác suất để cả 2 bạn Việt và Nam nằm chung 1 bảng đấu.",[S] Chính xác! Đáp án đúng là D. Không gian mẫu là số cách chia tùy ý 8 người thành 2 bảng. ,5,S,67,0.0,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 10:47:00,HS34,trung bình,"Một bộ đề thi toán học sinh giỏi lớp 12 mà mỗi đề gồm 5 câu được chọn từ 15 câu dễ, 10 câu trung bình và 5 câu khó. Một đề thi được gọi là” Tốt ” nếu trong đề thi có cả ba câu dễ, trung bình và khó, đồng thời số câu dễ không ít hơn 2 . Lấy ngẫu nhiên một đề thi trong bộ đề trên. Tìm xác suất để đề thi lấy ra là một đề thi ” Tốt ” . www.thuvienhoclieu.com www.thuvienhoclieu.com Trang 4",[G] Thầy hướng dẫn nhé: 5,5,G,76,0.0,Em chưa hiểu cách tính không gian mẫu bài này. (Q26)
17/03/2026 10:48:00,HS32,khá,Gieo một đồng tiền cân đối và đồng chất bốn lần. Xác suất để cả bốn lần xuất hiện mặt sấp là?,[S] Chính xác! Đáp án đúng là C. Số phần tử của không gian mẫu là ,3,S,23,0.05,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 10:55:00,HS39,khá,"Một hộp đựng 8 quả cầu trắng, 12 quả cầu đen. Lần thứ nhất lấy ngẫu nhiên 1 quả cầu trong hộp, lần thứ hai lấy ngẫu nhiên 1 quả cầu trong các quả cầu còn lại. Tính xác suất để kết quả của hai lần lấy được 2 quả cầu cùng màu.",[P] Thầy hướng dẫn nhé: 11,5,P,51,0.0,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 11:05:00,HS08,trung bình,"Một hộp chứa 3 viên bi xanh, 5 viên bi đỏ và 6 viên bi vàng. Lấy ngẫu nhiên 6 viên bi từ hộp, tính xác suất để 6 viên bi được lấy ra có đủ cả ba màu.",[S] Chính xác! Đáp án đúng là A. Không gian mẫu là số cách chọn ngẫu nhiên 6 viên bi từ hộp chứa 14 viên ,5,S,54,0.05,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 11:16:00,HS32,khá,Gọi S là tập hợp các số tự nhiên có hai chữ số. Chọn ngẫu nhiên đồng thời hai số từ tập hợp S . Tính xác suất để hai số được chọn có chữ số hàng đơn vị giống nhau.,[G] Thầy hướng dẫn nhé: S  là ,5,G,30,0.05,Em đang phân vân giữa hai đáp án. (Q22)
17/03/2026 11:27:00,HS12,trung bình,Gọi S là tập hợp các số tự nhiên có hai chữ số. Chọn ngẫu nhiên đồng thời hai số từ tập hợp S . Tính xác suất để hai số được chọn có chữ số hàng đơn vị giống nhau.,[G] Thầy hướng dẫn nhé: S  là ,5,G,91,0.0,Thầy hướng dẫn em bước đầu với. (Q22)
17/03/2026 11:46:00,HS33,trung bình,"Có 4 hành khách bước lên một đoàn tàu gồm 4 toa. Mỗi hành khách độc lập với nhau và chọn ngẫu nhiên một toa. Tính xác suất để 1 toa có 3 người, 1 toa có 1 người, 2 toa còn lại không có ai.",[P] Thầy hướng dẫn nhé: 44  cách xếp. ,5,P,48,0.05,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 11:50:00,HS39,khá,"Một hộp đựng 8 quả cầu trắng, 12 quả cầu đen. Lần thứ nhất lấy ngẫu nhiên 1 quả cầu trong hộp, lần thứ hai lấy ngẫu nhiên 1 quả cầu trong các quả cầu còn lại. Tính xác suất để kết quả của hai lần lấy được 2 quả cầu cùng màu.",[S] Chính xác! Đáp án đúng là C. Không gian mẫu là lấy 2 quả cầu trong hộp một cách lần lượt ngẫu nhiên. ,5,S,36,0.0,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 11:50:00,HS32,khá,Gọi S là tập hợp các số tự nhiên có hai chữ số. Chọn ngẫu nhiên đồng thời hai số từ tập hợp S . Tính xác suất để hai số được chọn có chữ số hàng đơn vị giống nhau.,[P] Thầy hướng dẫn nhé: 9.10 90.  ,5,P,40,0.05,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 12:03:00,HS08,trung bình,"Trong một buổi liên hoan có 10 cặp nam nữ, trong đó có 4 cặp vợ chồng. Chọn ngẫu nhiên 3 người để biểu diễn một tiết mục văn nghệ. Tính xác suất để 3 người được chọn không có cặp vợ chồng nào.",[G] Thầy hướng dẫn nhé: Suy ra số phần tử không gian mẫu là ,5,G,96,0.05,Thầy ơi nãy em làm cách kia sao không ra?
17/03/2026 12:05:00,HS34,trung bình,"Một bộ đề thi toán học sinh giỏi lớp 12 mà mỗi đề gồm 5 câu được chọn từ 15 câu dễ, 10 câu trung bình và 5 câu khó. Một đề thi được gọi là” Tốt ” nếu trong đề thi có cả ba câu dễ, trung bình và khó, đồng thời số câu dễ không ít hơn 2 . Lấy ngẫu nhiên một đề thi trong bộ đề trên. Tìm xác suất để đề thi lấy ra là một đề thi ” Tốt ” . www.thuvienhoclieu.com www.thuvienhoclieu.com Trang 4",[P] Thầy hướng dẫn nhé: 30 142506.C    ,5,P,101,0.0,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 12:27:00,HS39,khá,"Một bộ đề thi toán học sinh giỏi lớp 12 mà mỗi đề gồm 5 câu được chọn từ 15 câu dễ, 10 câu trung bình và 5 câu khó. Một đề thi được gọi là” Tốt ” nếu trong đề thi có cả ba câu dễ, trung bình và khó, đồng thời số câu dễ không ít hơn 2 . Lấy ngẫu nhiên một đề thi trong bộ đề trên. Tìm xác suất để đề thi lấy ra là một đề thi ” Tốt ” . www.thuvienhoclieu.com www.thuvienhoclieu.com Trang 4",[G] Thầy hướng dẫn nhé: 5,5,G,34,0.05,Để em thử liệt kê xem sao. (Q26)
17/03/2026 12:34:00,HS32,khá,Gọi S là tập hợp các số tự nhiên có hai chữ số. Chọn ngẫu nhiên đồng thời hai số từ tập hợp S . Tính xác suất để hai số được chọn có chữ số hàng đơn vị giống nhau.,[S] Chính xác! Đáp án đúng là A. Số phần tử của tập ,5,S,58,0.05,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 12:37:00,HS33,trung bình,"Có 4 hành khách bước lên một đoàn tàu gồm 4 toa. Mỗi hành khách độc lập với nhau và chọn ngẫu nhiên một toa. Tính xác suất để 1 toa có 3 người, 1 toa có 1 người, 2 toa còn lại không có ai.",[P] Thầy hướng dẫn nhé: Suy ra số phần tử của không gian mẫu là ,5,P,97,0.05,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 13:02:00,HS39,khá,"Một bộ đề thi toán học sinh giỏi lớp 12 mà mỗi đề gồm 5 câu được chọn từ 15 câu dễ, 10 câu trung bình và 5 câu khó. Một đề thi được gọi là” Tốt ” nếu trong đề thi có cả ba câu dễ, trung bình và khó, đồng thời số câu dễ không ít hơn 2 . Lấy ngẫu nhiên một đề thi trong bộ đề trên. Tìm xác suất để đề thi lấy ra là một đề thi ” Tốt ” . www.thuvienhoclieu.com www.thuvienhoclieu.com Trang 4",[G] Thầy hướng dẫn nhé: 30 142506.C    ,5,G,68,0.05,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 13:02:00,HS12,trung bình,Gọi S là tập hợp các số tự nhiên có hai chữ số. Chọn ngẫu nhiên đồng thời hai số từ tập hợp S . Tính xác suất để hai số được chọn có chữ số hàng đơn vị giống nhau.,[P] Thầy hướng dẫn nhé: 9.10 90.  ,5,P,67,0.0,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 13:32:00,HS48,yếu,"Một trường THPT có 10 lớp 12 , mỗi lớp cử 3 học sinh tham gia vẽ tranh cổ động. Các lớp tiến hành bắt tay giao lưu với nhau (các học sinh cùng lớp không bắt tay với nhau). Tính số lần bắt tay của các học sinh với nhau, biết rằng hai học sinh khác nhau ở hai lớp khác nhau chỉ bắt tay đúng 1 lần.",[G] Thầy hướng dẫn nhé: Suy ra số lần bắt tay là ,4,G,73,0.0,"Khó quá, em không hiểu gì luôn. (Q39)"
17/03/2026 13:36:00,HS32,khá,Có 6 học sinh lớp 11 và 3 học sinh lớp 12 được xếp ngẫu nhiên vào 9 ghế thành một dãy. Tính xác suất để xếp được 3 học sinh lớp 12 xen kẽ giữa 6 học sinh lớp 11 .,[G] Thầy hướng dẫn nhé: Suy ra số phần tử của không gian mẫu là ,5,G,55,0.1,Em đang phân vân giữa hai đáp án. (Q29)
17/03/2026 13:42:00,HS08,trung bình,"Trong một buổi liên hoan có 10 cặp nam nữ, trong đó có 4 cặp vợ chồng. Chọn ngẫu nhiên 3 người để biểu diễn một tiết mục văn nghệ. Tính xác suất để 3 người được chọn không có cặp vợ chồng nào.",[P] Thầy hướng dẫn nhé: 3,5,P,96,0.05,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 13:50:00,HS34,trung bình,"Một bộ đề thi toán học sinh giỏi lớp 12 mà mỗi đề gồm 5 câu được chọn từ 15 câu dễ, 10 câu trung bình và 5 câu khó. Một đề thi được gọi là” Tốt ” nếu trong đề thi có cả ba câu dễ, trung bình và khó, đồng thời số câu dễ không ít hơn 2 . Lấy ngẫu nhiên một đề thi trong bộ đề trên. Tìm xác suất để đề thi lấy ra là một đề thi ” Tốt ” . www.thuvienhoclieu.com www.thuvienhoclieu.com Trang 4",[P] Thầy hướng dẫn nhé: Gọi ,5,P,82,0.0,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 14:11:00,HS12,trung bình,Gọi S là tập hợp các số tự nhiên có hai chữ số. Chọn ngẫu nhiên đồng thời hai số từ tập hợp S . Tính xác suất để hai số được chọn có chữ số hàng đơn vị giống nhau.,[P] Thầy hướng dẫn nhé: Không gian mẫu là chọn ngẫu nhiên 2 số từ tập ,5,P,71,0.0,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 14:13:00,HS39,khá,"Một bộ đề thi toán học sinh giỏi lớp 12 mà mỗi đề gồm 5 câu được chọn từ 15 câu dễ, 10 câu trung bình và 5 câu khó. Một đề thi được gọi là” Tốt ” nếu trong đề thi có cả ba câu dễ, trung bình và khó, đồng thời số câu dễ không ít hơn 2 . Lấy ngẫu nhiên một đề thi trong bộ đề trên. Tìm xác suất để đề thi lấy ra là một đề thi ” Tốt ” . www.thuvienhoclieu.com www.thuvienhoclieu.com Trang 4",[S] Chính xác! Đáp án đúng là D. Số phần tử của không gian mẫu là ,5,S,59,0.05,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 14:17:00,HS33,trung bình,"Có 4 hành khách bước lên một đoàn tàu gồm 4 toa. Mỗi hành khách độc lập với nhau và chọn ngẫu nhiên một toa. Tính xác suất để 1 toa có 3 người, 1 toa có 1 người, 2 toa còn lại không có ai.",[S] Chính xác! Đáp án đúng là B. Không gian mẫu là số cách sắp xếp 4 hành khách lên 4 toa tàu. Vì mỗi ,5,S,48,0.05,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
17/03/2026 14:34:00,HS32,khá,Có 6 học sinh lớp 11 và 3 học sinh lớp 12 được xếp ngẫu nhiên vào 9 ghế thành một dãy. Tính xác suất để xếp được 3 học sinh lớp 12 xen kẽ giữa 6 học sinh lớp 11 .,[G] Thầy hướng dẫn nhé: 9!.  ,5,G,41,0.1,"Em hiểu rồi, bước tiếp theo thế nào ạ?"
